,title,lyrics,time_public
315,证明 (Live),证明 (Live) - 五月天 (Mayday)/flumpool (凡人谱) 词：阿信 曲：阪井一生 落叶证明了秋天 皱纹证明了岁月 眼泪证明谁的心碎 那一张合照证明了昨天 却不证明谁的誓言 虽然换了生活圈 刻意的越走越远 终究还是偶然遇见 我和你小心翼翼的寒暄 谁爱过爱过谁看不见 我们都长大了不再冲动 不再为谁而爱的过度疯癫 不再追问更不再追忆 令我们心痛的细节嘿 想不起哪一次哪分哪秒 哪天哪些甜美相爱瞬间 慢慢的慢慢的让回忆粉碎 终究要一个人一日 一夜一年一天一天 孤独面对 谁能证明我们的从前 曾经爱的那么坚决 你好像瘦了一些 我搬到另一条街 有空再聊聊吧改天 我们的爱情敌人不是谁 而是你而是我的改变 我们都改变了只能沉淀 只能向前往成熟大人世界 不再沸腾更不再期待 那不会实现的永远嘿 想不起哪一次哪分哪秒 哪天哪些甜美相爱瞬间 慢慢的慢慢的让回忆粉碎 终究要一个人一日 一夜一年一天一天 孤独面对 谁能证明我们的从前 曾经爱的那么坚决 想不起哪一次哪分哪秒 哪天哪些甜美相爱瞬间 慢慢的慢慢的让回忆粉碎 终究要一个人一日一夜 一年一天一天孤独面对 谁能证明我们的从前 你给的每一次每分每秒 每天每次感动相爱瞬间 深深的深深的我依然感谢 终究要一个人一日一夜 一年一天一天走向明天 最后证明我们的永远 只能存在珍贵昨天,
316,志明与春娇 (Live),志明与春娇 (Live) - 五月天 (Mayday) 词：阿信 曲：阿信 回到1999年8月28号 Ya  志明真正不知要安怎 为什么爱人不愿阁再相偎 春娇已经早就无在听 讲这多其实拢总拢无卡抓 走到淡水的海岸 两个人的爱情 已经无人看已经无人听 A  我跟你最好就到这 你对我已经没感觉 到这冻止 你也免爱我 我跟你最好就到这 你对我已经没感觉 麦阁伤心 麦阁我这爱你你没爱我 Ya  志明心情真正有影寒 风这大 你也真正拢无心肝 春娇你哪无要跟我播 这出电影 咱就走到这里准抵煞 走到淡水的海岸 两个人的爱情 已经无人看已经无人听 A  我跟你最好就到这 你对我已经没感觉 到这冻止 你也免爱我 我跟你最好就到这 你对我已经没感觉 麦阁伤心 麦阁我这爱你你没爱我 我跟你最好就到这 你对我已经没感觉 到这冻止 你也免爱我 我跟你最好就到这 你对我已经没感觉 麦阁伤心 麦阁我这爱你你没爱我 我跟你最好就到这,2009-12-04
317,让我照顾你 (Remix 2014),让我照顾你 (Remix 2014) - 五月天 (Mayday) 词：阿信 曲：怪兽 坐在我身旁 你的心伤 不懂 我也不想 但你的眼泪 下在我心脏 回家的太阳 红着眼框 心疼 你的模样 影子的悲伤 也变得更长 昨天谁让你 受过伤 今天想要让你 都遗忘 是你 爱你让我变的更强 为你战斗永不投降 让我照顾你 我要让雨停出太阳 我超越我自己的想象 风雨刀枪能为你挡 让我照顾你 让你未来放在我肩上 新的冷笑话 巧克力糖 开始 为你收藏 最近连睡觉 手机也在手上 幻想着未来 满头白发 公园 的长椅上 你也许会说 一声谢谢我 如果这一生 到尽头 换你的这句话 很足够 是你 爱你让我变的更强 为你战斗永不投降 让我照顾你 我要让雨停 出太阳 我超越我自己的想象 风雨刀枪能为你挡 让我照顾你 为你失去生命也辉煌 是你 爱你让我变的更强 为你战斗永不投降 让我照顾你 我要让雨停 出太阳 我超越我自己的想象 风雨刀枪能为你挡 让我照顾你 让你未来放在我肩上,2014-10-31
318,垃圾车 (07 最够朋友版),垃圾车 (07 最够朋友版) - 五月天 (Mayday) 词：阿信 曲：阿信 编曲：五月天 虽然你脾气坏 对待朋友又差 凸槌又更爱牵拖 佳在你遇到我 不爱计较的我 算你坏人有好命 我走路你坐车 你吃饭我洗碗 你被欺负我拼命 若为了爽到你 可以艰苦到我 因为咱缘分不可散 有你我才未孤单 有你的陪伴我才有靠山 你若不爽我是你的垃圾车 每天听你的心声 有你我才未孤单 有你的陪伴我才有靠山 你若欢喜我是你的垃圾车 每天听你唱歌 感情若想要满杯底就要呼干这杯就爱饮呼干 这杯你饮呼干这杯我饮呼干 咱这箱拢饮呼干拢饮呼干 有你我才未孤单 有你的陪伴我才有靠山 你若不爽我是你的垃圾车 每天听你的心声 有你我才未孤单 有你的陪伴我才有靠山 你若欢喜我是你的垃圾车 每天听你唱歌 有你我才未孤单 有你的陪伴我才有靠山 你若不爽我是你的垃圾车 每天听你的心声 有你我才未孤单 有你的陪伴我才有靠山 你若欢喜我是你的垃圾车 每天听你唱歌,2007-07-20
319,生存以上 生活以下 (Live),生存以上 生活以下 (Live) - 五月天 (Mayday) 词：阿信 曲：玛莎 连刷牙也照着节奏 冲了马桶 洗了脸上的疲惫泡沫 没有梦昨夜没有梦 镜子里的陌生人 已经不再做梦 上课钟变成打卡钟 单行道般的人生 流失在车阵中 进行曲规律的平庸 活的像是一句标语 压韵而服从 午餐是随便还是都好 还是跟你一样的任何一种 奇怪呢很久以前我是 很有想法主见心跳很执着 伤心再也不吹风 现在只害怕伤风 耽误了谁和谁的要求 一天一天 看日升日落 看月圆月缺 年复一年的经过 看谁把我变成现在的我 怕潮起潮落 怕患得患失 错了又错的疼痛 终于我的生命只剩生存 活着只会呼吸 吃饭喝水的生活 小时候只要看天空 枕着白云就觉得 全世界都拥有 长大了拥有的更多 为何感觉到 越来越匮乏越贫穷 那一年只追逐自由 现在只能追逐着 涨不停的石油 是不是地壳又震动 要从家里震落 才悔恨这样生活 生活的反面会是死去 还是这般生存不再有冲动 闭上眼就能感觉生命 正在一分一秒飞奔远离我 还不如一只昆虫 至少能破茧展翅 飞翔那被夺走的天空 一天一天 看日升日落 看月圆月缺 年复一年的经过 看谁把我变成现在的我 怕潮起潮落 怕患得患失 错了又错的疼痛 终于我的生命只剩生存 活着只会呼吸 吃饭喝水的生活 一年有三百六十五个日子 五十二万五千多分钟 一生有三十四亿五千六百 七十八万九千下脉搏 为爱而生之后 生命要怎么挥霍 直到我化成烟的时候 一天一天 看日升日落 看月圆月缺 年复一年的经过 看谁把我变成现在的我 怕潮起潮落 怕患得患失 错了又错的疼痛 终于我的生命只剩生存 活着只会呼吸 吃饭喝水 一天一天 看日升日落 看月圆月缺 年复一年的经过 曾经我也那么独一无二 怕潮起潮落 怕患得患失 错了又错的疼痛 终于我的生命只剩生存 活着只会呼吸 吃饭喝水的生活 连刷牙也照着节奏 然后设定了 明天六点半的闹钟,2009-03-20
320,左键(少男少女ICQ),左键(少男少女ICQ) - 五月天 (Mayday) 词：阿信 曲：阿信 那高墙将要倒下 红灯熄灭 时间倾斜 开出玫瑰 你的眼前 我的眼前 只字片言 变得热烈 我爱上火热的左键 带我到世界的另一面 有你的那一面 我穿过 讯号蜿蜒 到你心田 开始冒险 世外桃源 你的故事 甜美新鲜 想要更多 你给不给 住在这冰冷世界 不停厌倦 巨大谎言 灵魂搁浅,2001-05-18
321,九号球 (Original Version),九号球 (Original Version) - 五月天 (Mayday) 词：阿信 曲：怪兽 编曲：五月天 逃走翻过围墙 我只能逃走闯我的出口 奔向自由熟悉角落 有人在等我有挑衅的笑容 今天谁先开球 让谁尝点苦头 绿色地平线上 我撞着彩色堕落 也许我这一杆 又没办法进球 就像我的生活 一直在出差错 也许我这一生 始终在追逐那颗九号球 却忘了是谁在爱我 却忘了是谁在罩着我 从前背包装满自以为的梦 狠狠冲破头 未来我们要怎么活 凝视着白球暂时我不去想 天空渐渐变红影子爬满球桌 输赢没有结果像人生难以捉摸 也许我这一杆又没办法进球 就像我的生活一直在出差错 也许我这一生 始终在追逐那颗九号球 却忘了是谁在爱我 却忘了是谁在罩着我 也许我这一杆又没办法进球 就像我的生活一直在出差错 也许我这一生 始终在追逐那颗九号球 却忘了是谁在爱我 却忘了是谁在罩着我,2015-06-17
322,疯狂世界 (Live),疯狂世界 (Live) - 五月天 (Mayday) 词：阿信 曲：阿信 如果说了后悔 是不是一切就能倒退 回忆多么美 活着多么狼狈 为什么这个世界 总要叫人常伤悲 我不能了解 也不想了解 我好想好想飞 逃离这个疯狂世界 那么多苦 那么多累 那么多莫名的泪水 我好想好想飞 逃离这个疯狂的世界 如果是你 发现了我 也别将我挽回 想了你一整夜 再也想不起你的脸 你是一种感觉 写在夏夜晚风里面 青春是挽不回的水 转眼消失在指间 用力的浪费 再用力的后悔 我好想好想飞 逃离这个疯狂世界 那么多苦 那么多累 那么多莫名的泪水 我好想好想飞 逃离这个疯狂的世界 如果是你 发现了我 也别将我挽回 我好想好想飞 逃离这个疯狂世界 那么多苦 那么多累 那么多莫名的伤悲 我好想好想飞 逃离这个疯狂世界 如果是你 发现了我 也别将我挽回,2013-09-27
323,OAOA (日语),"OAOA (日语) - 五月天 (Mayday)/山村隆太 (やまむら りゅうた) 词：山村隆太 (flumpool) 曲：阿信 何から始めよう 踏み出すきっかけを 待ち侘びてただけの days 僕は僕のこと どれほど知ってんだろう? 重い瞼(め)を開いて 覗き込む telescope 黙り込んでたって 誰も振り向かない 今こそ 呼び掛けるよ 高く空へ OAOA 声枯らして OAOA いくつもの時を超え 想いは芽をつけるだろう 響かせて OAOA 永久なる歌 OAOA 奏でる夢 自由 風にまとわせ Always, always さぁ行こう ひきつり笑いで やりすごす今日より 憚らずに泣けばいい 手にした現実が 予想図と違ったって ここにいることに きっと意味があって 証明出来るさ たとえばあのとき 君と出逢えた事実 “願い”という OAOA 橋を架けて OAOA 遥か海 越え ただ繋ぎ合いたい声 共に叫ぼう OAOA 手を伸ばして OAOA 届くはずさ 心が向かう先に いつしか陽は昇る 何から始めよう 辿り着ける条件は 僕が僕でいること 高く空へ OAOA 声枯らして OAOA 何もない場所にさえ 花は咲き誇るから 共に叫ぼう OAOA 手を伸ばして OAOA 奏でる夢 自由 風にまとわせ Always, always さぁ行こう OAOA OAOA OAOA OAOA OAOA OAOA OAOA OAOA OAOA",2013-11-13
324,这个世界 (Live),这个世界 (Live) - 五月天 (Mayday) 词：蔡蓝钦 曲：蔡蓝钦 在这个世界 有一点希望 有一点失望 我时常这么想 在这个世界 有一点快乐 有一点悲伤 谁也无法逃开 在这个世界 有一点希望 有一点失望 我时常这么想 在这个世界 有一点快乐 有一点悲伤 谁也无法逃开 我们的世界 并不像你说的真有那么坏 你又何必感慨 用你的关怀 和所有的爱 为这个世界 添一些美丽色彩 我们的世界 并不像你说的真有那么坏 你又何必感慨 用你的关怀 和所有的爱 为这个世界 添一些美丽色彩 我们的世界 并不像你说的真有那么坏 你又何必感慨 用你的关怀 和所有的爱 为这个世界 添一些美丽色彩,2005-05-01
325,而我知道 (Live),而我知道 (Live) - 五月天 (Mayday) 词：阿信 曲：阿信 冰块还没融化 你在看表 我笑的尴尬 你说最近很忙 改天聊吧 那天我在楼下 想了很久想你说的话 你说爱情很窄 世界很大而我们应该长大 就这样吧就这样吧 我想我听懂你话中的话 而我知道那真爱不一定能白头到老 而我知道有一天你可能就这么走掉 而我知道我知道这一切我全都知道 我就是受不了 而我知道我们曾天真的一起哭和笑 而我知道放开手但不知道怎么忘掉 而我知道你走了以后的每一分一秒 却还是这么难熬,2005-05-01
326,温柔 (3DNA Live版),温柔 (3DNA Live版) - 五月天 (Mayday) 词：阿信 曲：阿信 走在风中今天阳光 突然好温柔 天的温柔地的温柔 像你抱着我 然后发现你的改变 孤单的今后 如果冷该怎么渡过 天边风光身边的我 都不在你眼中 你的眼中藏着什么 我从来都不懂 没有关系你的世界 就让你拥有 不打扰是我的温柔 不知道不明了不想要 为什么我的心 明明是想靠近 却孤单的黎明 不知道不明了不想要 为什么我的心 那爱情的绮丽 总是在孤单里 再把我的最好的爱给你 不知不觉不情不愿 又到巷子口 我没有哭也没有笑 因为这是梦 没有预兆没有理由 你真的有说过 如果有就让你自由 我给你自由 我给你自由 我给你自由 我给你自由 我给你全部全部全部全部自由 哦 哦 哦 哦 哦 哦 哦 这是我的温柔 还你对的自由 这是我的温柔 还你对的自由哦 不知道 不明了 不想要 为什么 我的心 明明是想靠近 却孤单的黎明 不知道 不明了 不想要 为什么 我的心 那爱情的绮丽 总是在孤单里 再把我的最好的爱给你 不知不觉 不情不愿 又到巷子口 我没有哭 也没有笑 因为这是梦 没有预兆 没有理由 你真的有说过 如果有 就让你 如果有 就让你 自由自由 这是我的温柔 这是我的温柔 这是我的温柔 这是我的温柔哦 就让你自由哦,2011-09-16
327,Belief ～春を待つ君へ～ (Belief-给等待春天的你),Belief-给等待春天的你 - flumpool (凡人谱)/五月天 (Mayday) 词：山村隆太 曲：阪井一生 山村隆太： どれほどの涙 君はその笑顔に隠すの 阿信： どれほどの笑顔 誰かのために捧げてきたの 山村隆太： 君の優しさに触れて Both： 今雪が溶ける 山村隆太： どんなに遠くても 君の願いは叶う 人知れず涙枯らして 慰めては踏み出してく 阿信： 君の足跡が春を待つ祈りが いつの日か 届くように故郷へとゆく 道になれ 山村隆太： 疑われたって 裏切られたって 信じて どれだけ我慢も 明日のために 飲み込んできたの 阿信： 君は真っ白な夢を 山村隆太： まだ広げてゆく 阿信： 広げてゆく どんなに辛くても 明日 信じてゆく 真夜中に積もる思いを 胸に秘めて歩いてゆく 山村隆太： 君の眼差しが温かな掌が 幸せをつれてくるよ 曇り空に咲く花のように Both： 夢見て期待して 阿信： 何もかもを信じてゆく Both： 心は痛みを超える 山村隆太： すべてを背負って Both： 君のように歌いながら 阿信： どんなに遠くても 山村隆太： 君の願いは叶う 阿信： 懐かしい面影を 山村隆太： 抱きしめては Both： 歩いてゆく 君の頑張りが 春を待つ祈りが いつの日か 届くように故郷へとゆく 笑顔になれ どんな日々も 折れないような花のように咲く 君であれ,2013-10-02
328,离开地球表面 (Remix By DJ Rock),离开地球表面 (Remix By DJ Rock) - 五月天 词：阿信 曲：阿信 5 4 3 2 1 丢掉手表 丢外套 丢掉背包 再丢唠叨 丢掉电视 丢电脑 丢掉大脑 再丢烦恼 冲啥大 冲啥小 冲啥都有人唱反调 恨得多 爱得少 只想越跳越疯 越跳越高 把地球甩掉 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我再也不要 再也不要 委屈自己一秒 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我甩掉地球 地球甩掉 只要越跳 越高 丢掉手表 丢外套 丢掉背包 再丢唠叨 丢掉电视 丢电脑 丢掉大脑 再丢烦恼 野心大 胆子小 跳舞还要靠别人教 恨得多 爱得少 只想越跳越疯 越跳越高 把地球甩掉 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我再也不要 再也不要 委屈自己一秒 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我甩掉地球 地球甩掉 只要越跳 越高 我甩掉地球 地球甩掉 只要越跳 越高 Come on 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我再也不要 再也不要 委屈自己一秒 一颗心噗通噗通的狂跳 一瞬间烦恼烦恼烦恼全忘掉 我甩掉地球 地球甩掉 只要越跳 越高 Come on,2007-07-20
